TYPE,SOURCE,ASSET CLASS,TENOR,OWNER,RISK CENTRE,BASE CCY,QUOTE CCY,BID,OFFER,CATEGORY,,
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014382,-0.014319,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.091908,0.094435,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024067,-0.0238,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006671,-0.00649,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046342,0.048593,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.8093,7.8093,Market,0,A
FX,2,FXFWD,18M,,SIMU,EUR,GBP,-0.00155,0.00045,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.174824,0.178684,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.099171,0.103987,Market,0,A
MM,2,INTEREST,1Y,,SIMU,GBP,,5.47,5.582,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,1.103155,1.103523,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029014,-0.028889,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,103.47,103.49,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014177,-0.013704,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040519,0.041225,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.765,2.865,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041808,-0.04145,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.031195,-0.030845,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90185,0.90195,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.00781,0.008108,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.84341,6.844274,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1879,-0.1758,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128906,0.135165,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015888,0.016413,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019819,-0.019103,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054151,-0.053564,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000396,-0.000357,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000721,-0.00065,Market,0,A
MM,2,INTEREST,TN,,SIMU,CHF,,1.828,2.028,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001046,-0.000943,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.01521,-0.01301,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000224,0.000229,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002407,-0.002169,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.00352,-0.003172,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004946,-0.004456,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.5679,4.5683,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025638,-0.024672,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5476,-0.5276,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005048,-0.004968,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046746,0.047542,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002765,0.0029,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.81,2.01,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90185,0.9023,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4076,1.4079,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8339,0.8346,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000117,0.000147,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000114,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000415,0.000522,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000725,0.000913,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.666,2.841,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000942,0.001186,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000987,0.001243,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.00077,0.000969,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000553,0.000695,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,NOK,9.0295,9.035,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0662,1.0662,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001915,-0.001855,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014414,-0.014351,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1651,-1.1149,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001198,-0.001102,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000114,-0.000112,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004793,-0.004407,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009452,-0.00869,Market,0,A
MM,2,INTEREST,1M,,SIMU,GBP,,5.494,5.704,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014111,-0.012974,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023909,-0.021981,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033707,-0.030989,Market,0,A
FX,2,FXFWD,9M,,SIMU,EUR,CHF,-0.01208,-0.01037,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040412,-0.037154,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023395,0.024086,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006648,-0.006467,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.092919,0.094885,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029078,-0.028953,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012373,0.012973,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.151264,0.151264,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003431,-0.003364,Market,0,A
MM,2,INTEREST,1Y,,SIMU,USD,,2.77,2.87,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014127,-0.013656,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7332,-1.6709,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,SEK,10.7055,10.71,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.05427,-0.053682,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046542,0.04783,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.0005,-0.0004,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.002001,-0.001598,Market,0,A
MM,2,INTEREST,3M,,SIMU,GBP,,5.714,5.954,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.004002,-0.003197,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.006004,-0.004795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4069,1.4069,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011468,-0.00916,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015661,-0.012508,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.009013,-0.008904,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9019,0.9023,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020658,-0.0165,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040493,0.041199,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3343,-2.2587,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025548,-0.024585,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.0846,5.0876,Market,0,A
MM,2,INTEREST,6M,,SIMU,CHF,,2.769,2.835,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.02442,0.025606,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041565,-0.041209,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019858,-0.01914,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069253,0.071161,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,USD,0.000057,0.000062,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,DKK,0.0283,0.037,Market,0,A
MM,2,INTEREST,1Y,,SIMU,USD,,2.768,2.868,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005065,-0.004984,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016457,-0.001626,Market,0,A
FX,2,FXFWD,9M,,SIMU,EUR,SEK,0.040145,0.045325,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3297,-2.2542,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.134265,0.137186,Market,0,A
FX,3,FXFWD,TN,,SIMU,EUR,USD,0.000056,0.000062,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.0355,0.037224,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.01446,-0.014397,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,103.5,103.56,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.092569,0.095113,Market,0,A
FX,3,FXFWD,ON,,SIMU,EUR,USD,0.000113,0.000124,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90185,0.90235,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.17386,0.177698,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.193,3.242,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029171,-0.029046,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024119,-0.023851,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046581,0.048843,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.8079,7.8079,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.803582,6.806643,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6428,1.643,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.099681,0.104522,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001913,-0.001853,Market,0,A
FX,2,FXFWD,4M,,SIMU,EUR,CHF,-0.00559,-0.00473,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054444,-0.053854,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007777,0.008074,Market,0,A
FX,3,FXFWD,ON,,SIMU,USD,ZAR,0.0031,0.0036,Market,0,A
MM,2,INTEREST,6M,,SIMU,GBP,,5.736,5.876,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1877,-0.1756,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006641,-0.006461,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.031262,-0.030911,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015882,0.016407,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040197,0.040898,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041679,-0.041322,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.674,2.834,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.129569,0.135861,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9018,0.90235,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,ZAR,0.0028,0.0033,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.553,4.5559,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014114,-0.013644,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5483,-0.5283,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000395,-0.000356,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.00072,-0.000648,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001044,-0.00094,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000224,0.000228,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002402,-0.002164,Market,0,A
MM,2,INTEREST,1M,,SIMU,CHF,,2.273,2.483,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4934,1.4937,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003512,-0.003164,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004934,-0.004446,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,1.094669,1.094811,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4145,1.4146,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005035,-0.004955,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.06935,1.06935,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.080524,0.081996,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002751,0.002885,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.828,0.8285,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046693,0.047488,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000114,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9018,0.9023,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000116,0.000146,Market,0,A
MM,2,INTEREST,9M,,SIMU,GBP,,5.594,5.748,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000413,0.00052,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000723,0.00091,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000939,0.001182,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000984,0.001239,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000767,0.000966,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000551,0.000693,Market,0,A
MM,2,INTEREST,1M,,SIMU,USD,,2.754,2.84,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019885,-0.019167,Market,0,A
FX,3,FXFWD,SN,,SIMU,USD,ZAR,0.003,0.0035,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1626,-1.1126,Market,0,A
FX,2,FXFWD,3M,,SIMU,EUR,DKK,0.0192,0.0262,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.150652,0.150652,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001196,-0.0011,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000114,-0.000112,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004785,-0.0044,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009437,-0.008676,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014088,-0.012952,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.02387,-0.021945,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033651,-0.030938,Market,0,A
MM,2,INTEREST,ON,,SIMU,GBP,,5.2,5.285,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040346,-0.037093,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014376,-0.014313,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90175,0.9023,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4127,1.4127,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025524,-0.024562,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023351,0.024041,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093644,0.095625,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003425,-0.003359,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012308,0.012906,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7368,-1.6744,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001917,-0.001857,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029002,-0.028877,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046633,0.047923,Market,0,A
MM,2,INTEREST,6M,,SIMU,USD,,2.586,2.806,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,NOK,9.0295,9.0335,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.0005,-0.000399,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.002001,-0.001598,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.004001,-0.003196,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.006002,-0.004794,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011466,-0.009158,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.84,2.04,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015658,-0.012506,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020654,-0.016496,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.008999,-0.00889,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,104.08,104.14,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006654,-0.006474,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.1204,5.1224,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4933,1.4937,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054128,-0.053541,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024294,0.025473,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3366,-2.2609,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014142,-0.01367,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069477,0.071391,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041525,-0.041169,Market,0,A
MM,2,INTEREST,1Y,,SIMU,CHF,,2.812,2.928,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.133805,0.136716,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019795,-0.01908,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016431,-0.001624,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,18M,,SIMU,EUR,GBP,-0.00148,0.00052,Market,0,A
FX,2,FXFWD,TN,,SIMU,GBP,USD,-0.000101,-0.000075,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.092562,0.095106,Market,0,A
MM,2,INTEREST,1Y,,SIMU,USD,,2.762,2.862,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035316,0.037031,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.402,1.4021,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.75996,6.761527,Market,0,A
FX,2,FXFWD,TN,,SIMU,NZD,USD,-0.00022,-0.000202,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.80885,7.80885,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025574,-0.02461,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005049,-0.004968,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.01518,-0.01298,Market,0,A
FX,2,FXFWD,10M,,SIMU,EUR,SEK,0.046838,0.052491,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046339,0.048589,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024081,-0.023814,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.173876,0.177714,Market,0,A
MM,2,INTEREST,TN,,SIMU,GBP,,5.2,5.285,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.00192,-0.001859,Market,0,A
FX,2,FXFWD,1M,,SIMU,NZD,USD,0.006676,0.006848,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.099165,0.10398,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,ZAR,0.5965,0.6365,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014415,-0.014352,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007748,0.008044,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006663,-0.006483,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6428,1.6431,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90195,0.9024,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1876,-0.1756,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0678,1.0678,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.031213,-0.030863,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029081,-0.028956,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.124,3.204,Market,0,A
FX,2,FXFWD,3M,,SIMU,NZD,USD,0.019344,0.020181,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015942,0.016469,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128898,0.135157,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060368,0.061455,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014161,-0.013689,Market,0,A
MM,2,INTEREST,1M,,SIMU,GBP,,5.495,5.705,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90195,0.90225,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041648,-0.041291,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000396,-0.000357,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000721,-0.00065,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001046,-0.000942,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000225,0.000229,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002406,-0.002168,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003518,-0.00317,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004943,-0.004453,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5485,-0.5285,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.553,4.5559,Market,0,A
FX,2,FXFWD,4M,,SIMU,EUR,CHF,-0.00558,-0.00472,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019927,-0.019207,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.697,2.82,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8219,0.8226,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054276,-0.053687,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002747,0.00288,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.150416,0.150416,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040482,0.041188,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4069,1.4069,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000115,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000116,0.000146,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000414,0.000521,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000723,0.00091,Market,0,A
FX,2,FXFWD,3W,,SIMU,EUR,DKK,0.007364,0.009581,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000939,0.001182,Market,0,A
MM,2,INTEREST,1M,,SIMU,CHF,,2.26,2.47,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000984,0.001239,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000768,0.000966,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000551,0.000693,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046581,0.047375,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,104.11,104.12,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025609,-0.024644,Market,0,A
MM,2,INTEREST,TN,,SIMU,USD,,3.34,3.3401,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.00503,-0.00495,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000115,-0.000112,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90195,0.9024,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001188,-0.001092,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004753,-0.00437,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009373,-0.008617,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.013993,-0.012865,Market,0,A
